ano_mes,estado,product_category,qtd_transacoes,valor_total,taxas_totais,cashback_total,receita_liquida_total,pontos_totais,usuarios_unicos
2025-05,Ce,Supermercado,277,56933.25,708.26,714.34,56939.33,28853.0,168
2025-05,Ce,Telefonia,382,22436.41,283.01,244.92000000000002,22398.32,10187.0,193
2025-05,Ceará,Eletrônicos,287,166503.8,2129.21,2275.59,166650.18,90192.0,177
2025-05,Ceará,Farmácia,276,22278.41,276.44,253.69,22255.66,10534.0,163
2025-05,Ceará,Restaurantes,301,30622.69,373.78,388.91,30637.82,15691.0,183
2025-05,Ceará,Roupas,258,37902.75,471.17,453.09,37884.67,18368.0,169
2025-05,Ceará,Serviços Públicos,342,39911.31,487.51,479.67,39903.47,19260.0,187
2025-05,Ceará,Streaming,339,11885.08,149.21,127.16,11863.03,5112.0,192
2025-05,Ceará,Supermercado,272,53400.59,648.58,665.26,53417.27,24967.0,172
2025-05,Ceará,Telefonia,354,21238.85,269.12,243.85999999999999,21213.59,10033.0,189
2025-05,Df,Eletrônicos,266,166462.1,2094.34,1848.59,166216.35,81412.0,162
2025-05,Df,Farmácia,244,20041.79,259.23,237.16,20019.72,9926.0,152
2025-05,Df,Restaurantes,243,24232.22,296.08,312.93,24249.07,12781.0,159
2025-05,Df,Roupas,231,35105.75,424.87,466.32,35147.2,19943.0,144
2025-05,Df,Serviços Públicos,320,38341.52,468.47,448.25,38321.3,19279.0,168
2025-05,Df,Streaming,351,12253.75,156.23,157.44,12254.96,6451.0,177
2025-05,Df,Supermercado,235,46568.9,577.77,561.6,46552.73,22384.0,146
2025-05,Df,Telefonia,332,19949.29,246.11,228.75,19931.93,9553.0,182
2025-05,Distrito Federal,Eletrônicos,255,152263.45,1924.54,2042.51,152381.42,86048.0,159
2025-05,Distrito Federal,Farmácia,255,20923.56,253.93,225.6,20895.23,9624.0,166
2025-05,Distrito Federal,Restaurantes,254,25595.74,331.29,283.82,25548.27,11661.0,165
2025-05,Distrito Federal,Roupas,276,40631.97,512.81,472.88,40592.04,20257.0,172
2025-05,Distrito Federal,Serviços Públicos,358,42674.69,531.64,499.0,42642.05,20331.0,200
2025-05,Distrito Federal,Streaming,359,12313.7,157.33,154.94,12311.31,6488.0,188
2025-05,Distrito Federal,Supermercado,244,48297.07,607.47,573.8,48263.4,21746.0,159
2025-05,Distrito Federal,Telefonia,368,22093.29,264.56,286.12,22114.85,11154.0,196
2025-05,Mg,Eletrônicos,268,160392.49,2002.78,2074.9,160464.61,85581.0,162
2025-05,Mg,Farmácia,247,19011.74,231.62,261.01,19041.13,10572.0,163
2025-05,Mg,Restaurantes,260,26694.5,337.55,395.53,26752.48,15682.0,156
2025-05,Mg,Roupas,221,34696.52,430.81,458.5,34724.21,18244.0,150
2025-05,Mg,Serviços Públicos,294,36218.72,456.22,465.44,36227.94,19389.0,167
2025-05,Mg,Streaming,337,11744.33,153.17,140.45,11731.61,5669.0,183
2025-05,Mg,Supermercado,246,51547.74,659.16,624.14,51512.72,26203.0,157
2025-05,Mg,Telefonia,326,19835.43,247.66,246.75,19834.52,10530.0,173
2025-05,Minas Gerais,Eletrônicos,242,142099.81,1786.85,1848.84,142161.8,73662.0,160
2025-05,Minas Gerais,Farmácia,256,20336.66,242.94,232.51,20326.23,9875.0,159
2025-05,Minas Gerais,Restaurantes,268,26530.75,329.81,368.59,26569.53,14865.0,157
2025-05,Minas Gerais,Roupas,258,37096.66,459.63,465.28,37102.31,17339.0,163
2025-05,Minas Gerais,Serviços Públicos,327,40349.23,515.17,485.64,40319.7,21215.0,182
2025-05,Minas Gerais,Streaming,292,10256.35,127.03,124.14999999999999,10253.47,5021.0,161
2025-05,Minas Gerais,Supermercado,263,52427.24,658.78,709.52,52477.98,26794.0,162
2025-05,Minas Gerais,Telefonia,335,20198.15,246.96,221.28,20172.47,9607.0,181
2025-05,Paraná,Eletrônicos,229,136722.72,1722.27,1748.35,136748.8,73306.0,153
2025-05,Paraná,Farmácia,229,17698.57,212.46,218.24,17704.35,8517.0,145
2025-05,Paraná,Restaurantes,255,25687.920000000002,328.22,295.29,25654.99,11838.0,168
2025-05,Paraná,Roupas,249,37116.46,460.53,359.06,37014.99,16231.0,152
2025-05,Paraná,Serviços Públicos,342,40837.61,526.14,523.49,40834.96,21728.0,177
2025-05,Paraná,Streaming,333,11689.82,144.56,145.68,11690.94,5911.0,173
2025-05,Paraná,Supermercado,223,44500.66,559.39,595.87,44537.14,26357.0,143
2025-05,Paraná,Telefonia,335,20334.36,249.58,228.32,20313.1,9880.0,170
2025-05,Pe,Eletrônicos,278,163840.02,2005.22,1682.02,163516.82,73737.0,173
2025-05,Pe,Farmácia,274,22280.37,278.85,243.8,22245.32,10141.0,175
2025-05,Pe,Restaurantes,276,27457.88,335.9,269.06,27391.04,12165.0,181
2025-05,Pe,Roupas,249,38335.86,479.37,367.52,38224.01,14391.0,167
2025-05,Pe,Serviços Públicos,384,45239.18,562.85,566.88,45243.21,24627.0,200
2025-05,Pe,Streaming,416,14632.08,184.62,169.23,14616.69,6870.0,216
2025-05,Pe,Supermercado,267,52927.44,650.74,653.96,52930.659999999996,25429.0,172
2025-05,Pe,Telefonia,351,21368.44,271.31,248.57,21345.7,10024.0,207
2025-05,Pernambuco,Eletrônicos,266,155000.84,1985.43,1810.76,154826.17,71756.0,161
2025-05,Pernambuco,Farmácia,261,21940.71,269.04,292.2,21963.87,12296.0,162
2025-05,Pernambuco,Restaurantes,261,25978.74,318.86,337.74,25997.62,13732.0,169
2025-05,Pernambuco,Roupas,239,35139.04,444.07,421.49,35116.46,16865.0,143
2025-05,Pernambuco,Serviços Públicos,347,41698.05,528.97,456.74,41625.82,18959.0,182
2025-05,Pernambuco,Streaming,353,12377.75,153.48,148.15,12372.42,5967.0,192
2025-05,Pernambuco,Supermercado,268,53068.39,656.9,623.42,53034.909999999996,26455.0,171
2025-05,Pernambuco,Telefonia,339,20188.57,256.49,241.29,20173.37,10116.0,185
2025-05,Pr,Eletrônicos,228,131551.2,1685.25,1766.82,131632.77,74787.0,146
2025-05,Pr,Farmácia,229,18299.2,229.78,229.19,18298.61,8329.0,142
2025-05,Pr,Restaurantes,258,24717.3,307.59,316.83,24726.54,13300.0,159
2025-05,Pr,Roupas,237,36371.28,449.16,446.15,36368.27,17829.0,159
2025-05,Pr,Serviços Públicos,310,38139.29,482.69,481.84,38138.44,20007.0,172
2025-05,Pr,Streaming,319,11158.39,140.29,106.26,11124.36,4654.0,188
2025-05,Pr,Supermercado,239,47940.45,604.91,613.21,47948.75,24784.0,156
2025-05,Pr,Telefonia,294,17379.52,219.76,199.52,17359.28,8969.0,175
2025-05,Rio De Janeiro,Eletrônicos,262,159659.49,2026.74,1974.54,159607.29,88958.0,164
2025-05,Rio De Janeiro,Farmácia,232,18937.59,228.81,200.77,18909.55,8708.0,153
2025-05,Rio De Janeiro,Restaurantes,266,26601.34,334.42,336.08,26603.0,13402.0,162
2025-05,Rio De Janeiro,Roupas,259,40355.74,520.4399999999999,462.05,40297.35,19507.0,160
2025-05,Rio De Janeiro,Serviços Públicos,323,38618.68,480.33,439.76,38578.11,17785.0,178
2025-05,Rio De Janeiro,Streaming,319,11134.81,138.32,139.49,11135.98,5324.0,179
2025-05,Rio De Janeiro,Supermercado,250,51960.92,657.35,690.91,51994.48,24448.0,161
2025-05,Rio De Janeiro,Telefonia,320,19322.27,238.25,258.32,19342.34,10985.0,177
2025-05,Rio Grande Do Sul,Eletrônicos,258,149801.98,1857.27,1505.58,149450.29,65600.0,158
2025-05,Rio Grande Do Sul,Farmácia,231,18368.14,223.94,251.52,18395.72,9894.0,148
2025-05,Rio Grande Do Sul,Restaurantes,259,25442.47,325.82,279.18,25395.829999999998,12097.0,157
2025-05,Rio Grande Do Sul,Roupas,227,34580.29,430.18,426.76,34576.87,19190.0,144
2025-05,Rio Grande Do Sul,Serviços Públicos,329,39771.99,494.88,397.59,39674.7,16602.0,186
2025-05,Rio Grande Do Sul,Streaming,347,12128.75,147.92,132.08,12112.91,5468.0,188
2025-05,Rio Grande Do Sul,Supermercado,217,44371.44,573.6,553.12,44350.96,20521.0,137
2025-05,Rio Grande Do Sul,Telefonia,339,20534.68,257.45,256.07,20533.3,10075.0,187
2025-05,Rj,Eletrônicos,283,162678.05,2078.3,2243.33,162843.08,85235.0,172
2025-05,Rj,Farmácia,289,23073.63,292.3,258.17,23039.5,11168.0,178
2025-05,Rj,Restaurantes,290,29264.65,375.96,379.21999999999997,29267.91,14400.0,177
2025-05,Rj,Roupas,306,45120.07,551.6,515.8,45084.270000000004,23317.0,191
2025-05,Rj,Serviços Públicos,369,44217.5,537.19,574.2,44254.51,23502.0,203
2025-05,Rj,Streaming,384,13423.58,165.4,150.77,13408.95,6740.0,201
2025-05,Rj,Supermercado,290,57137.46,725.06,664.84,57077.24,27045.0,166
2025-05,Rj,Telefonia,365,21512.85,262.06,268.27,21519.06,10414.0,205
2025-05,Rs,Eletrônicos,264,158654.99,2009.55,1993.22,158638.66,83451.0,164
2025-05,Rs,Farmácia,237,18049.27,231.19,217.87,18035.95,9032.0,150
2025-05,Rs,Restaurantes,255,26131.52,313.42,308.23,26126.33,12450.0,164
2025-05,Rs,Roupas,256,38409.01,485.43,497.53,38421.11,20919.0,160
2025-05,Rs,Serviços Públicos,317,37222.27,475.52,440.01,37186.76,18762.0,173
2025-05,Rs,Streaming,377,13147.67,165.03,145.22,13127.86,6259.0,201
2025-05,Rs,Supermercado,228,46809.96,592.86,517.12,46734.22,21406.0,154
2025-05,Rs,Telefonia,348,20954.8,256.02,234.23,20933.01,9629.0,193
2025-05,Sp,Eletrônicos,258,157894.49,1968.89,1842.15,157767.75,82644.0,170
2025-05,Sp,Farmácia,256,20806.22,261.0,241.44,20786.66,9952.0,162
2025-05,Sp,Restaurantes,267,25855.170000000002,337.14,280.97,25799.0,11267.0,172
2025-05,Sp,Roupas,260,39675.91,480.73,463.76,39658.94,19364.0,163
2025-05,Sp,Serviços Públicos,419,50060.65,646.48,627.61,50041.78,24874.0,207
2025-05,Sp,Streaming,358,12551.36,155.95,165.84,12561.25,6927.0,197
2025-05,Sp,Supermercado,255,51808.08,656.14,717.42,51869.36,28278.0,159
2025-05,Sp,Telefonia,378,22660.79,289.76,292.13,22663.16,12762.0,198
2025-05,São Paulo,Eletrônicos,258,165967.38,2109.26,1588.32,165446.44,70010.0,162
2025-05,São Paulo,Farmácia,263,20498.16,249.07,270.88,20519.97,11607.0,162
2025-05,São Paulo,Restaurantes,266,26559.93,333.65,302.84,26529.12,12684.0,167
2025-05,São Paulo,Roupas,264,40377.45,504.71,423.15,40295.89,17338.0,161
2025-05,São Paulo,Serviços Públicos,334,41357.41,537.77,536.58,41356.22,22525.0,198
2025-05,São Paulo,Streaming,381,13237.32,170.47,135.95,13202.8,5888.0,190
2025-05,São Paulo,Supermercado,241,49326.06,635.18,683.95,49374.83,28165.0,148
2025-05,São Paulo,Telefonia,394,23495.72,297.61,276.54,23474.65,12357.0,195
2025-06,Ba,Eletrônicos,192,112227.86,1399.7,1175.43,112003.59,52641.0,130
2025-06,Ba,Farmácia,203,15422.47,197.29,182.56,15407.74,6798.0,140
2025-06,Ba,Restaurantes,200,20473.44,262.48,261.66,20472.62,10579.0,132
2025-06,Ba,Roupas,219,32883.34,416.9,466.76,32933.2,19252.0,141
2025-06,Ba,Serviços Públicos,264,31283.75,390.96999999999997,397.07,31289.85,16981.0,156
2025-06,Ba,Streaming,267,9267.42,117.69,109.89,9259.62,4461.0,159
2025-06,Ba,Supermercado,179,35244.86,461.03000000000003,463.2,35247.03,20270.0,127
2025-06,Ba,Telefonia,267,16241.1,195.61,178.79,16224.28,7254.0,162
2025-06,Bahia,Eletrônicos,179,111504.38,1472.34,1121.72,111153.76,51045.0,127
2025-06,Bahia,Farmácia,206,16489.43,210.58,197.56,16476.41,7955.0,145
2025-06,Bahia,Restaurantes,177,17802.36,223.42,177.4,17756.34,8205.0,123
2025-06,Bahia,Roupas,207,31088.26,382.62,403.68,31109.32,16651.0,127
2025-06,Bahia,Serviços Públicos,271,31907.62,410.74,386.85,31883.73,16987.0,160
2025-06,Bahia,Streaming,257,8911.22,109.3,116.05,8917.97,5111.0,160
2025-06,Bahia,Supermercado,195,41887.94,551.95,488.11,41824.1,21653.0,136
2025-06,Bahia,Telefonia,299,17757.87,224.1,202.22,17735.99,8581.0,167
2025-06,Ce,Eletrônicos,210,125057.0,1626.01,1477.0,124907.99,64221.0,155
2025-06,Ce,Farmácia,216,16291.66,199.42,206.81,16299.05,9751.0,146
2025-06,Ce,Restaurantes,210,20368.49,261.08,231.14,20338.55,10408.0,146
2025-06,Ce,Roupas,242,35884.98,454.43,502.29,35932.84,19842.0,158
2025-06,Ce,Serviços Públicos,319,37475.57,465.06,423.44,37433.95,17663.0,192
2025-06,Ce,Streaming,308,10754.53,137.58,127.35,10744.3,5237.0,184
2025-06,Ce,Supermercado,208,44125.24,562.18,577.85,44140.91,22881.0,151
2025-06,Ce,Telefonia,328,19937.84,253.24,275.4,19960.0,11377.0,191
2025-06,Ceará,Eletrônicos,214,130214.65,1555.6200000000001,1752.34,130411.37,70469.0,150
2025-06,Ceará,Farmácia,231,18192.92,219.48,201.97,18175.41,7888.0,158
2025-06,Ceará,Restaurantes,225,23159.58,298.09,274.13,23135.62,10085.0,154
2025-06,Ceará,Roupas,219,32529.64,402.82,309.58,32436.4,13885.0,145
2025-06,Ceará,Serviços Públicos,316,38787.89,476.54,456.27,38767.62,20289.0,189
2025-06,Ceará,Streaming,314,11031.22,141.59,131.69,11021.32,5637.0,186
2025-06,Ceará,Supermercado,249,47855.87,594.23,596.99,47858.63,23485.0,161
2025-06,Ceará,Telefonia,330,19638.16,245.4,278.14,19670.9,10737.0,195
2025-06,Df,Eletrônicos,186,113569.06,1416.42,1238.87,113391.51,54055.0,130
2025-06,Df,Farmácia,219,17368.42,224.16,197.14,17341.4,8197.0,135
2025-06,Df,Restaurantes,189,18378.03,239.39,197.53,18336.17,7532.0,140
2025-06,Df,Roupas,180,27703.99,347.76,333.23,27689.46,14475.0,127
2025-06,Df,Serviços Públicos,255,31358.47,391.27,358.48,31325.68,14961.0,146
2025-06,Df,Streaming,310,10860.55,136.63,127.68,10851.6,5656.0,183
2025-06,Df,Supermercado,185,36259.8,466.31,409.78,36203.27,17853.0,132
2025-06,Df,Telefonia,271,16288.86,210.8,222.96,16301.02,9279.0,164
2025-06,Distrito Federal,Eletrônicos,218,132625.36000000002,1675.9,1421.11,132370.57,61965.0,144
2025-06,Distrito Federal,Farmácia,221,18432.7,235.1,200.19,18397.79,8154.0,152
2025-06,Distrito Federal,Restaurantes,210,21365.55,261.57,246.77,21350.75,10120.0,141
2025-06,Distrito Federal,Roupas,196,30013.99,360.79,423.48,30076.68,16551.0,136
2025-06,Distrito Federal,Serviços Públicos,295,35193.98,445.46,399.48,35148.0,16901.0,169
2025-06,Distrito Federal,Streaming,307,10587.81,133.27,127.26,10581.8,5514.0,178
2025-06,Distrito Federal,Supermercado,241,47688.67,588.37,511.2,47611.5,19369.0,156
2025-06,Distrito Federal,Telefonia,307,18962.75,234.96,200.10999999999999,18927.9,8096.0,187
2025-06,Mg,Eletrônicos,182,105816.69,1233.62,1229.52,105812.59,52115.0,128
2025-06,Mg,Farmácia,217,17539.35,216.82,249.71,17572.24,9313.0,143
2025-06,Mg,Restaurantes,214,20682.86,247.66,263.81,20699.01,10876.0,147
2025-06,Mg,Roupas,182,25321.0,315.75,301.93,25307.18,15570.0,130
2025-06,Mg,Serviços Públicos,278,33297.47,408.69,369.25,33258.03,15493.0,165
2025-06,Mg,Streaming,287,10076.07,125.86,120.37,10070.58,4633.0,171
2025-06,Mg,Supermercado,212,42575.29,530.85,538.97,42583.41,21624.0,140
2025-06,Mg,Telefonia,283,16782.44,207.76,204.95,16779.63,8269.0,164
2025-06,Minas Gerais,Eletrônicos,204,120306.86,1480.46,1352.03,120178.43000000001,57397.0,135
2025-06,Minas Gerais,Farmácia,190,15751.08,198.17,174.71,15727.62,7172.0,135
2025-06,Minas Gerais,Restaurantes,172,17600.79,217.68,215.94,17599.05,8470.0,129
2025-06,Minas Gerais,Roupas,200,29444.35,359.88,337.88,29422.35,14681.0,137
2025-06,Minas Gerais,Serviços Públicos,296,36124.26,466.21,436.56,36094.61,17840.0,168
2025-06,Minas Gerais,Streaming,274,9601.59,121.58,125.56,9605.57,5113.0,165
2025-06,Minas Gerais,Supermercado,177,37009.98,458.02,469.40999999999997,37021.37,18132.0,134
2025-06,Minas Gerais,Telefonia,259,15022.28,185.79,149.46,14985.95,6202.0,159
2025-06,Paraná,Eletrônicos,177,112198.28,1432.74,1198.52,111964.06,56781.0,126
2025-06,Paraná,Farmácia,193,15869.87,195.99,209.85,15883.73,8203.0,138
2025-06,Paraná,Restaurantes,180,17555.54,228.71,243.85,17570.68,9606.0,129
2025-06,Paraná,Roupas,196,29918.55,365.76,330.58,29883.37,15042.0,138
2025-06,Paraná,Serviços Públicos,285,34349.08,423.71,370.91,34296.28,14641.0,165
2025-06,Paraná,Streaming,281,9887.87,122.08,130.11,9895.9,5544.0,169
2025-06,Paraná,Supermercado,207,41098.69,496.72,567.1,41169.07,24467.0,134
2025-06,Paraná,Telefonia,274,16340.460000000001,192.11,180.89000000000001,16329.24,7621.0,162
2025-06,Pe,Eletrônicos,231,143086.51,1836.47,1323.1,142573.14,53923.0,153
2025-06,Pe,Farmácia,225,18503.89,233.48,231.49,18501.9,9798.0,152
2025-06,Pe,Restaurantes,244,23504.88,297.15,281.75,23489.48,12133.0,164
2025-06,Pe,Roupas,256,38049.37,471.53,465.09,38042.93,18031.0,159
2025-06,Pe,Serviços Públicos,300,36568.28,452.13,481.07,36597.22,18804.0,190
2025-06,Pe,Streaming,322,11289.3,143.21,139.86,11285.95,5702.0,190
2025-06,Pe,Supermercado,232,46204.12,580.57,636.3,46259.85,26426.0,163
2025-06,Pe,Telefonia,307,19457.9,246.64,232.33,19443.59,10572.0,183
2025-06,Pernambuco,Eletrônicos,206,118302.24,1451.91,1494.02,118344.35,58036.0,137
2025-06,Pernambuco,Farmácia,204,16267.22,203.57,204.12,16267.77,8290.0,142
2025-06,Pernambuco,Restaurantes,210,21251.96,260.79,237.39,21228.56,8768.0,144
2025-06,Pernambuco,Roupas,225,32023.44,404.55,383.52,32002.41,16366.0,154
2025-06,Pernambuco,Serviços Públicos,287,34867.33,457.23,384.34,34794.44,15156.0,167
2025-06,Pernambuco,Streaming,315,10989.45,139.99,118.9,10968.36,5001.0,181
2025-06,Pernambuco,Supermercado,221,45006.3,571.47,471.42,44906.25,19457.0,150
2025-06,Pernambuco,Telefonia,305,18496.89,226.8,235.49,18505.58,9152.0,171
2025-06,Pr,Eletrônicos,213,130834.83,1681.5,1361.46,130514.79,55250.0,137
2025-06,Pr,Farmácia,201,15624.62,196.33,154.52,15582.81,6005.0,138
2025-06,Pr,Restaurantes,204,20990.25,265.35,269.26,20994.16,10906.0,141
2025-06,Pr,Roupas,214,31765.19,378.55,490.9,31877.54,17742.0,147
2025-06,Pr,Serviços Públicos,268,32002.4,400.67,371.64,31973.37,15027.0,159
2025-06,Pr,Streaming,287,10094.58,122.99,113.3,10084.89,4659.0,167
2025-06,Pr,Supermercado,187,38955.31,457.0,490.7,38989.01,19414.0,128
2025-06,Pr,Telefonia,279,16832.15,214.0,214.77,16832.92,9004.0,165
2025-06,Rio De Janeiro,Eletrônicos,185,114621.73,1450.73,1519.85,114690.85,53445.0,135
2025-06,Rio De Janeiro,Farmácia,229,18108.43,222.66,230.08,18115.85,10146.0,157
2025-06,Rio De Janeiro,Restaurantes,198,19800.41,250.99,227.2,19776.62,10421.0,141
2025-06,Rio De Janeiro,Roupas,195,29608.84,369.65,394.65,29633.84,15710.0,139
2025-06,Rio De Janeiro,Serviços Públicos,277,33025.13,398.16,349.39,32976.36,13923.0,163
2025-06,Rio De Janeiro,Streaming,268,9223.75,109.73,90.16,9204.18,4103.0,161
2025-06,Rio De Janeiro,Supermercado,194,39224.08,497.61,536.78,39263.25,25224.0,135
2025-06,Rio De Janeiro,Telefonia,298,17711.38,217.62,221.0,17714.76,9002.0,176
2025-06,Rio Grande Do Sul,Eletrônicos,195,115449.04,1508.89,1469.52,115409.67,60630.0,129
2025-06,Rio Grande Do Sul,Farmácia,198,16312.08,204.33,197.92000000000002,16305.67,8669.0,129
2025-06,Rio Grande Do Sul,Restaurantes,228,22427.11,287.07,244.35,22384.39,9844.0,156
2025-06,Rio Grande Do Sul,Roupas,199,29426.829999999998,356.96999999999997,336.28,29406.14,15253.0,135
2025-06,Rio Grande Do Sul,Serviços Públicos,273,32067.73,407.7,377.78,32037.81,15465.0,171
2025-06,Rio Grande Do Sul,Streaming,295,10427.88,126.54,131.54,10432.88,5468.0,180
2025-06,Rio Grande Do Sul,Supermercado,211,42834.46,528.59,538.68,42844.55,21258.0,141
2025-06,Rio Grande Do Sul,Telefonia,282,16939.92,211.54,213.04,16941.42,9350.0,166
2025-06,Rj,Eletrônicos,253,155903.52,2002.79,1507.67,155408.4,67172.0,167
2025-06,Rj,Farmácia,227,18863.41,238.44,231.68,18856.65,9725.0,153
2025-06,Rj,Restaurantes,225,22751.26,277.92,296.8,22770.14,11704.0,153
2025-06,Rj,Roupas,229,34637.9,435.07,381.18,34584.01,16960.0,157
2025-06,Rj,Serviços Públicos,319,38843.95,483.56,528.74,38889.13,22645.0,179
2025-06,Rj,Streaming,322,11159.84,139.79,132.42,11152.47,5608.0,189
2025-06,Rj,Supermercado,228,45842.22,575.34,580.35,45847.23,22897.0,157
2025-06,Rj,Telefonia,277,16930.01,212.18,207.0,16924.83,8859.0,179
2025-06,Rs,Eletrônicos,223,136260.4,1677.78,1391.83,135974.45,62866.0,147
2025-06,Rs,Farmácia,236,18954.71,240.93,246.17,18959.95,11216.0,165
2025-06,Rs,Restaurantes,219,21711.12,281.54,217.38,21646.96,8804.0,155
2025-06,Rs,Roupas,215,33655.46,411.71,397.49,33641.24,16789.0,140
2025-06,Rs,Serviços Públicos,287,33448.58,415.23,360.5,33393.85,15806.0,178
2025-06,Rs,Streaming,272,9586.78,122.49,111.44,9575.73,4435.0,180
2025-06,Rs,Supermercado,205,41429.48,533.53,583.2,41479.15,26397.0,135
2025-06,Rs,Telefonia,302,18429.05,232.76,196.96,18393.25,7966.0,177
2025-06,Sp,Eletrônicos,205,122338.14,1564.74,1486.72,122260.12,68330.0,131
2025-06,Sp,Farmácia,217,17167.3,210.51,180.82,17137.61,8412.0,154
2025-06,Sp,Restaurantes,200,19786.69,250.15,245.51,19782.05,10816.0,132
2025-06,Sp,Roupas,249,35400.06,444.39,536.83,35492.5,20800.0,164
2025-06,Sp,Serviços Públicos,327,39559.04,503.14,525.0,39580.9,21588.0,178
2025-06,Sp,Streaming,289,10148.74,130.37,126.36,10144.73,4999.0,184
2025-06,Sp,Supermercado,233,47426.32,597.51,559.86,47388.67,22626.0,154
2025-06,Sp,Telefonia,323,19563.5,250.77,234.66,19547.39,10667.0,186
2025-06,São Paulo,Eletrônicos,219,132772.31,1744.93,1737.18,132764.56,71823.0,143
2025-06,São Paulo,Farmácia,225,18036.85,222.4,197.04,18011.49,8663.0,154
2025-06,São Paulo,Restaurantes,192,19999.51,257.34,196.34,19938.51,8655.0,141
2025-06,São Paulo,Roupas,228,34437.21,427.19,411.53,34421.55,18496.0,157
2025-06,São Paulo,Serviços Públicos,290,33735.340000000004,423.31,401.32,33713.35,17177.0,175
2025-06,São Paulo,Streaming,268,9283.66,113.1,117.83,9288.39,4964.0,169
2025-06,São Paulo,Supermercado,207,41145.42,533.53,396.46,41008.35,18006.0,131
2025-06,São Paulo,Telefonia,295,17293.52,221.46,178.46,17250.52,7102.0,185
