transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method
T015670,U01786,2025-04-15,Streaming,HBO Max,HBO Max,40.01,0.54,1.16,75.0,Cartão de Crédito
T015671,U03379,2025-04-01,Telefonia,Oi,Oi,60.64,1.03,0.77,113.0,Boleto
T015672,U00018,2025-04-09,Eletrônicos,Magazine Luiza,Almeida,866.25,11.21,13.92,529.0,Pix
T015673,U02336,2025-05-06,Serviços Públicos,Luz,Luz,138.95,0.73,0.0,0.0,Cartão de Crédito
T015674,U03807,2025-05-24,Farmácia,Drogasil,Andrade,7.93,0.09,0.0,0.0,Boleto
T015675,U01265,2025-04-18,Streaming,HBO Max,HBO Max,31.43,0.33,0.0,0.0,Cartão de Crédito
T015676,U00719,2025-06-04,Telefonia,TIM,TIM,55.61,0.95,0.63,63.0,Boleto
T015677,U01572,2025-05-19,Telefonia,Vivo,Vivo,90.41,1.38,0.0,0.0,Cartão de Crédito
T015678,U00751,2025-05-05,Telefonia,Oi,Oi,58.68,1.04,0.0,0.0,Boleto
T015679,U02411,2025-06-01,Streaming,Disney+,Disney+,38.65,0.29,0.0,0.0,Pix
T015680,U03646,2025-05-15,Streaming,Amazon Prime,Amazon Prime,22.58,0.18,0.37,19.0,Cartão de Débito
T015681,U03228,2025-06-13,Roupas,C&A,Moura,254.75,4.55,10.05,284.0,Boleto
T015682,U01891,2025-04-15,Streaming,HBO Max,HBO Max,39.38,0.7,0.0,0.0,Cartão de Crédito
T015683,U02505,2025-04-02,Farmácia,Pague Menos,Novaes - ME,5.0,0.09,0.0,0.0,Pix
T015684,U03169,2025-06-24,Streaming,HBO Max,HBO Max,29.37,0.26,0.0,0.0,Pix
T015685,U03738,2025-04-25,Restaurantes,iFood,Montenegro Siqueira S/A,200.42,3.74,6.01,215.0,Cartão de Débito
T015686,U03292,2025-04-07,Serviços Públicos,Água,Água,148.65,1.8900000000000001,6.32,283.0,Pix
T015687,U03219,2025-05-12,Supermercado,Extra,Barbosa Ltda.,170.96,1.25,0.0,0.0,Boleto
T015688,U01706,2025-04-05,Telefonia,Vivo,Vivo,61.56,1.15,0.0,0.0,Cartão de Débito
T015689,U04288,2025-06-12,Supermercado,Extra,Duarte,105.18,1.73,0.0,0.0,Boleto
T015690,U01209,2025-04-13,Farmácia,Panvel,Novais Fogaça - ME,128.06,1.55,0.0,0.0,Cartão de Crédito
T015691,U00075,2025-05-31,Farmácia,Pague Menos,Pastor,56.37,0.96,1.71,101.0,Pix
T015692,U02373,2025-06-10,Streaming,Amazon Prime,Amazon Prime,29.56,0.26,0.0,0.0,Pix
T015693,U01700,2025-06-07,Streaming,Netflix,Netflix,38.43,0.24,0.0,0.0,Boleto
T015694,U04305,2025-05-27,Telefonia,TIM,TIM,61.38,0.75,1.78,39.0,Cartão de Crédito
T015695,U03802,2025-06-19,Eletrônicos,Americanas,Mendonça,5.0,0.06,0.0,0.0,Pix
T015696,U00680,2025-05-10,Telefonia,Oi,Oi,44.32,0.55,0.0,0.0,Cartão de Crédito
T015697,U01180,2025-06-03,Telefonia,TIM,TIM,52.84,0.83,1.05,59.0,Cartão de Débito
T015698,U02091,2025-04-27,Telefonia,Oi,Oi,65.33,0.96,0.0,0.0,Cartão de Crédito
T015699,U02609,2025-06-12,Roupas,Renner,Sousa Novais - EI,127.47,0.7,0.0,0.0,Cartão de Crédito
T015700,U03147,2025-06-18,Restaurantes,McDonald’s,Leão,75.82,0.69,0.0,0.0,Cartão de Crédito
T015701,U03705,2025-05-23,Telefonia,Claro,Claro,23.84,0.25,0.82,20.0,Cartão de Débito
T015702,U03402,2025-05-16,Streaming,Amazon Prime,Amazon Prime,43.57,0.7,0.0,0.0,Pix
T015703,U02901,2025-04-11,Streaming,Amazon Prime,Amazon Prime,27.17,0.21,0.0,0.0,Cartão de Débito
T015704,U04042,2025-04-20,Serviços Públicos,Água,Água,114.71,1.8,5.62,142.0,Pix
T015705,U04215,2025-03-31,Eletrônicos,Americanas,Leão S.A.,571.12,5.52,0.0,0.0,Cartão de Débito
T015706,U03470,2025-06-14,Restaurantes,McDonald’s,Albuquerque Ltda.,70.36,0.7,0.0,0.0,Cartão de Crédito
T015707,U02730,2025-06-05,Telefonia,Oi,Oi,39.35,0.39,1.26,21.0,Cartão de Crédito
T015708,U03642,2025-06-05,Eletrônicos,Magazine Luiza,Novais S.A.,96.13,1.09,0.0,0.0,Cartão de Crédito
T015709,U03578,2025-04-25,Restaurantes,Outback,Brito,77.05,0.76,0.0,0.0,Cartão de Débito
T015710,U01867,2025-04-07,Farmácia,Drogasil,Ramos e Filhos,145.06,1.41,0.0,0.0,Cartão de Débito
T015711,U01828,2025-05-23,Supermercado,Pão de Açúcar,Ramos,301.69,4.52,0.0,0.0,Pix
T015712,U02602,2025-05-24,Roupas,Zara,Borges,5.0,0.03,0.0,0.0,Cartão de Débito
T015713,U00345,2025-05-04,Roupas,Renner,Viana - ME,94.36,1.33,4.66,157.0,Pix
T015714,U00469,2025-03-29,Restaurantes,Rappi,Mendonça Freitas e Filhos,66.48,0.92,2.61,41.0,Cartão de Débito
T015715,U01974,2025-06-19,Telefonia,TIM,TIM,66.51,0.64,0.0,0.0,Cartão de Débito
T015716,U02106,2025-04-07,Farmácia,Pague Menos,da Cunha S.A.,137.55,1.74,0.0,0.0,Pix
T015717,U02795,2025-05-10,Serviços Públicos,Luz,Luz,101.01,1.62,3.7,136.0,Pix
T015718,U02192,2025-06-21,Streaming,Disney+,Disney+,34.11,0.43,0.0,0.0,Boleto
T015719,U03475,2025-05-05,Streaming,Amazon Prime,Amazon Prime,32.11,0.2,1.46,53.0,Cartão de Débito
T015720,U03096,2025-05-05,Telefonia,TIM,TIM,57.9,0.95,1.95,98.0,Pix
T015721,U02145,2025-04-09,Serviços Públicos,Luz,Luz,129.38,1.48,5.5600000000000005,163.0,Pix
T015722,U04653,2025-04-17,Restaurantes,McDonald’s,da Conceição,88.74,1.63,0.0,0.0,Pix
T015723,U01120,2025-06-15,Farmácia,Pague Menos,da Costa,86.12,0.97,0.0,0.0,Cartão de Crédito
T015724,U01449,2025-06-08,Farmácia,Panvel,Siqueira e Filhos,75.31,1.38,0.0,0.0,Cartão de Débito
T015725,U00092,2025-05-18,Supermercado,Pão de Açúcar,da Conceição,224.18,2.23,0.0,0.0,Pix
T015726,U00832,2025-04-16,Telefonia,Oi,Oi,80.53,0.51,0.0,0.0,Boleto
T015727,U01250,2025-05-21,Telefonia,Vivo,Vivo,45.93,0.83,1.97,55.0,Cartão de Crédito
T015728,U03295,2025-05-04,Roupas,C&A,Cunha,134.71,1.45,5.99,68.0,Cartão de Crédito
T015729,U00147,2025-05-30,Supermercado,Pão de Açúcar,Castro,206.74,2.23,0.0,0.0,Cartão de Crédito
T015730,U04074,2025-05-15,Eletrônicos,Americanas,Sales,915.76,14.07,25.95,764.0,Cartão de Crédito
T015731,U02302,2025-06-08,Serviços Públicos,Luz,Luz,132.63,1.13,4.3,66.0,Pix
T015732,U03788,2025-04-20,Serviços Públicos,Gás,Gás,183.84,1.11,0.0,0.0,Boleto
T015733,U03765,2025-04-23,Telefonia,Oi,Oi,54.07,0.72,0.0,0.0,Cartão de Débito
T015734,U04673,2025-05-27,Supermercado,Pão de Açúcar,Freitas Aragão Ltda.,304.02,4.5600000000000005,0.0,0.0,Cartão de Débito
T015735,U03430,2025-06-03,Farmácia,Panvel,Sampaio,94.73,1.34,4.15,108.0,Cartão de Crédito
T015736,U01668,2025-04-18,Eletrônicos,Magazine Luiza,Rios S/A,232.13,1.78,7.82,273.0,Pix
T015737,U04211,2025-05-17,Restaurantes,Rappi,Vasconcelos S/A,26.65,0.17,0.0,0.0,Pix
T015738,U04036,2025-06-04,Eletrônicos,Casas Bahia,Siqueira,809.06,6.86,0.0,0.0,Boleto
T015739,U01397,2025-05-10,Supermercado,Carrefour,Moraes,191.99,2.5,6.8100000000000005,191.0,Pix
T015740,U00343,2025-04-26,Farmácia,Drogasil,Porto Lima S/A,63.88,0.74,0.0,0.0,Boleto
T015741,U03765,2025-04-17,Farmácia,Drogasil,Silva,142.73,2.4,0.0,0.0,Cartão de Crédito
T015742,U00714,2025-06-22,Supermercado,Carrefour,Pastor Pastor e Filhos,221.86,1.8900000000000001,0.0,0.0,Boleto
T015743,U01118,2025-06-21,Telefonia,Oi,Oi,45.41,0.65,0.0,0.0,Cartão de Crédito
T015744,U02295,2025-05-02,Restaurantes,McDonald’s,Nogueira,94.17,0.62,1.17,78.0,Cartão de Crédito
T015745,U04123,2025-05-16,Eletrônicos,Americanas,Mendes,765.47,15.27,10.39,1484.0,Boleto
T015746,U01349,2025-04-13,Supermercado,Extra,Montenegro S/A,226.46,1.47,0.0,0.0,Pix
T015747,U02261,2025-05-03,Supermercado,Carrefour,Cassiano Vieira S.A.,72.32,0.88,0.0,0.0,Pix
T015748,U00872,2025-05-29,Roupas,Zara,da Cruz,260.6,3.63,0.0,0.0,Cartão de Crédito
T015749,U01297,2025-04-23,Restaurantes,iFood,Fonseca - ME,163.28,1.3599999999999999,6.8100000000000005,162.0,Cartão de Débito
T015750,U01444,2025-05-06,Roupas,Renner,da Luz,144.91,0.83,0.0,0.0,Cartão de Crédito
T015751,U01302,2025-05-09,Streaming,Netflix,Netflix,34.63,0.62,0.0,0.0,Cartão de Crédito
T015752,U03967,2025-04-05,Supermercado,Pão de Açúcar,Vieira,5.0,0.07,0.08,2.0,Boleto
T015753,U00019,2025-06-16,Roupas,Renner,Pinto,103.28,1.6800000000000002,3.55,101.0,Cartão de Crédito
T015754,U02067,2025-04-03,Streaming,Netflix,Netflix,39.0,0.77,0.0,0.0,Boleto
T015755,U02216,2025-06-06,Streaming,Netflix,Netflix,31.61,0.3,0.67,54.0,Boleto
T015756,U03412,2025-06-12,Telefonia,Claro,Claro,51.63,0.5,0.0,0.0,Cartão de Débito
T015757,U00015,2025-04-30,Streaming,Amazon Prime,Amazon Prime,42.66,0.35,0.0,0.0,Cartão de Débito
T015758,U01163,2025-06-14,Telefonia,Oi,Oi,84.11,1.37,0.0,0.0,Pix
T015759,U01117,2025-06-20,Serviços Públicos,Água,Água,122.88,0.68,0.0,0.0,Pix
T015760,U00081,2025-04-16,Serviços Públicos,Água,Água,72.49,0.48,0.89,134.0,Pix
T015761,U04177,2025-04-17,Restaurantes,Outback,Teixeira Siqueira Ltda.,5.0,0.05,0.08,8.0,Cartão de Crédito
T015762,U01264,2025-04-17,Farmácia,Panvel,Castro,117.92,1.6,0.0,0.0,Cartão de Débito
T015763,U01093,2025-04-19,Restaurantes,McDonald’s,Dias - ME,81.84,0.56,0.0,0.0,Cartão de Débito
T015764,U00786,2025-04-02,Streaming,Netflix,Netflix,36.54,0.28,1.56,60.0,Cartão de Crédito
T015765,U01890,2025-05-08,Restaurantes,Outback,Mendes Ltda.,132.59,1.95,1.42,113.0,Pix
T015766,U03680,2025-04-09,Serviços Públicos,Luz,Luz,116.91,2.2800000000000002,0.0,0.0,Cartão de Crédito
T015767,U00613,2025-05-08,Roupas,Renner,Melo Ltda.,204.34,2.85,0.0,0.0,Cartão de Crédito
T015768,U02662,2025-06-14,Farmácia,Pague Menos,da Rocha,52.91,0.75,0.0,0.0,Cartão de Crédito
T015769,U03400,2025-06-05,Streaming,HBO Max,HBO Max,40.77,0.37,0.0,0.0,Cartão de Crédito
T015770,U03271,2025-06-05,Serviços Públicos,Luz,Luz,5.0,0.04,0.0,0.0,Pix
T015771,U00915,2025-05-23,Serviços Públicos,Luz,Luz,92.33,1.04,2.21,100.0,Cartão de Débito
T015772,U01399,2025-04-15,Farmácia,Panvel,Cirino,90.8,1.41,0.0,0.0,Cartão de Débito
T015773,U01763,2025-05-04,Streaming,Disney+,Disney+,41.02,0.28,0.0,0.0,Boleto
T015774,U04156,2025-05-11,Telefonia,Oi,Oi,52.24,0.68,0.0,0.0,Cartão de Crédito
T015775,U01187,2025-06-11,Serviços Públicos,Gás,Gás,79.62,1.4,0.0,0.0,Cartão de Crédito
T015776,U04145,2025-05-09,Roupas,C&A,Azevedo Rocha S.A.,166.86,1.81,0.0,0.0,Cartão de Crédito
T015777,U01148,2025-06-16,Restaurantes,Outback,Peixoto,29.0,0.17,0.0,0.0,Pix
T015778,U04470,2025-04-23,Supermercado,Carrefour,Marques,5.0,0.07,0.0,0.0,Pix
T015779,U04706,2025-05-21,Streaming,Amazon Prime,Amazon Prime,33.17,0.53,1.04,21.0,Boleto
T015780,U03593,2025-04-02,Serviços Públicos,Luz,Luz,99.42,1.5699999999999998,1.35,183.0,Cartão de Débito
T015781,U04042,2025-06-16,Supermercado,Extra,da Mota,206.9,2.34,0.0,0.0,Boleto
T015782,U03826,2025-05-15,Supermercado,Pão de Açúcar,Farias Caldeira S/A,273.56,2.63,0.0,0.0,Cartão de Débito
T015783,U04548,2025-05-27,Streaming,Disney+,Disney+,30.28,0.45,0.0,0.0,Pix
T015784,U02484,2025-06-04,Eletrônicos,Casas Bahia,Nogueira,609.84,4.93,0.0,0.0,Cartão de Débito
T015785,U00925,2025-05-03,Eletrônicos,Americanas,Monteiro Almeida e Filhos,490.13,9.45,0.0,0.0,Boleto
T015786,U02693,2025-04-20,Eletrônicos,Magazine Luiza,Peixoto,620.6,6.75,0.0,0.0,Pix
T015787,U01434,2025-04-30,Telefonia,Oi,Oi,72.78,0.96,0.0,0.0,Cartão de Crédito
T015788,U02563,2025-04-20,Eletrônicos,Casas Bahia,Cardoso,173.41,2.59,4.6,189.0,Pix
T015789,U00806,2025-06-13,Telefonia,Oi,Oi,60.41,0.54,2.81,120.0,Cartão de Débito
T015790,U02604,2025-06-25,Farmácia,Pague Menos,Araújo,108.55,0.73,0.0,0.0,Cartão de Débito
T015791,U01640,2025-06-08,Roupas,Zara,Cassiano,150.41,1.28,2.69,96.0,Cartão de Crédito
T015792,U01210,2025-05-20,Streaming,Netflix,Netflix,36.65,0.6,0.71,66.0,Cartão de Débito
T015793,U03182,2025-05-31,Streaming,HBO Max,HBO Max,35.15,0.37,0.0,0.0,Pix
T015794,U02690,2025-03-29,Serviços Públicos,Água,Água,188.67,3.27,2.17,315.0,Pix
T015795,U03986,2025-06-26,Serviços Públicos,Luz,Luz,135.05,0.96,0.0,0.0,Boleto
T015796,U03500,2025-04-12,Roupas,C&A,Freitas S/A,53.67,0.32,2.57,53.0,Boleto
T015797,U03307,2025-06-01,Farmácia,Pague Menos,Câmara,26.56,0.35,0.0,0.0,Boleto
T015798,U01691,2025-04-02,Streaming,Netflix,Netflix,42.09,0.42,1.18,66.0,Cartão de Débito
T015799,U00085,2025-06-26,Eletrônicos,Americanas,Ribeiro,435.88,5.61,0.0,0.0,Cartão de Débito
T015800,U00395,2025-04-26,Roupas,C&A,Lopes - ME,191.69,2.08,0.0,0.0,Cartão de Débito
T015801,U02650,2025-04-18,Supermercado,Carrefour,Macedo Garcia e Filhos,239.41,4.45,0.0,0.0,Boleto
T015802,U00028,2025-04-29,Roupas,Zara,Viana,181.65,3.3,0.0,0.0,Boleto
T015803,U01220,2025-04-26,Restaurantes,Rappi,Sampaio e Filhos,100.91,0.84,3.58,134.0,Boleto
T015804,U01384,2025-04-08,Streaming,Netflix,Netflix,32.66,0.42,0.0,0.0,Pix
T015805,U00108,2025-05-30,Roupas,Renner,Siqueira Mendonça S/A,147.39,1.53,0.0,0.0,Boleto
T015806,U03491,2025-05-04,Streaming,Netflix,Netflix,47.41,0.29,0.0,0.0,Cartão de Débito
T015807,U04558,2025-04-03,Farmácia,Pague Menos,Cirino Mendonça Ltda.,87.62,1.37,3.31,95.0,Pix
T015808,U01455,2025-04-13,Farmácia,Pague Menos,Jesus Pires - EI,44.35,0.54,0.6,77.0,Cartão de Crédito
T015809,U04083,2025-04-22,Eletrônicos,Casas Bahia,Silva,407.9,7.87,0.0,0.0,Cartão de Crédito
T015810,U00330,2025-04-24,Telefonia,Claro,Claro,56.69,0.58,2.03,90.0,Pix
T015811,U02435,2025-06-26,Telefonia,Oi,Oi,58.36,0.76,1.6,96.0,Cartão de Crédito
T015812,U04361,2025-06-26,Farmácia,Pague Menos,Abreu - ME,92.9,0.69,3.38,111.0,Cartão de Crédito
T015813,U00090,2025-06-01,Restaurantes,McDonald’s,Rocha,115.06,2.13,0.0,0.0,Pix
T015814,U04137,2025-04-20,Streaming,Amazon Prime,Amazon Prime,29.16,0.38,0.36,27.0,Boleto
T015815,U04577,2025-05-03,Farmácia,Pague Menos,Moraes - EI,6.97,0.07,0.17,4.0,Cartão de Débito
T015816,U03755,2025-06-08,Serviços Públicos,Água,Água,138.07,1.01,0.0,0.0,Cartão de Crédito
T015817,U02600,2025-04-21,Restaurantes,McDonald’s,Souza S/A,153.21,1.28,0.0,0.0,Cartão de Crédito
T015818,U00410,2025-04-29,Telefonia,Claro,Claro,71.51,1.3599999999999999,0.0,0.0,Cartão de Crédito
T015819,U01761,2025-05-04,Serviços Públicos,Luz,Luz,116.45,1.7,1.32,147.0,Pix
T015820,U00364,2025-06-25,Supermercado,Extra,Aparecida,289.62,4.38,9.88,404.0,Pix
T015821,U03925,2025-06-08,Streaming,Netflix,Netflix,33.23,0.43,0.96,66.0,Cartão de Débito
T015822,U03113,2025-06-03,Roupas,Renner,Ramos Sales Ltda.,132.9,2.52,0.0,0.0,Cartão de Crédito
T015823,U02344,2025-03-29,Roupas,Renner,Souza Rios e Filhos,110.05,1.92,0.0,0.0,Boleto
T015824,U03066,2025-06-04,Supermercado,Extra,Porto,174.49,2.66,5.85,102.0,Pix
T015825,U02867,2025-05-13,Supermercado,Carrefour,Jesus S/A,92.76,1.03,3.84,76.0,Cartão de Crédito
T015826,U00049,2025-04-17,Telefonia,Claro,Claro,23.44,0.15,0.0,0.0,Boleto
T015827,U04624,2025-06-12,Streaming,Netflix,Netflix,36.29,0.71,0.0,0.0,Cartão de Crédito
T015828,U01706,2025-04-30,Supermercado,Extra,Aparecida e Filhos,264.17,3.9699999999999998,0.0,0.0,Cartão de Crédito
T015829,U00960,2025-06-11,Farmácia,Pague Menos,Cirino S.A.,5.0,0.05,0.22,9.0,Cartão de Débito
T015830,U00392,2025-06-26,Roupas,Zara,Pimenta Oliveira S/A,107.18,1.99,1.92,168.0,Pix
T015831,U02772,2025-04-30,Streaming,HBO Max,HBO Max,37.04,0.24,0.0,0.0,Pix
T015832,U02891,2025-05-07,Roupas,C&A,Azevedo - EI,34.43,0.67,1.07,27.0,Cartão de Débito
T015833,U00569,2025-04-11,Farmácia,Pague Menos,Cavalcanti Costa - EI,5.0,0.05,0.12,9.0,Boleto
T015834,U03772,2025-04-04,Eletrônicos,Casas Bahia,Almeida,1073.91,13.07,51.43,1101.0,Cartão de Débito
T015835,U03456,2025-05-17,Serviços Públicos,Luz,Luz,73.83,1.45,3.66,57.0,Pix
T015836,U04621,2025-04-03,Streaming,HBO Max,HBO Max,30.92,0.26,0.0,0.0,Pix
T015837,U00340,2025-06-16,Eletrônicos,Americanas,Rios Rodrigues S.A.,591.59,8.1,0.0,0.0,Cartão de Crédito
T015838,U02291,2025-04-23,Serviços Públicos,Luz,Luz,131.87,1.45,1.5699999999999998,153.0,Cartão de Débito
T015839,U00558,2025-05-20,Serviços Públicos,Gás,Gás,247.83,3.24,10.18,138.0,Cartão de Crédito
T015840,U02218,2025-05-16,Supermercado,Carrefour,Freitas Rocha S/A,89.86,1.25,0.0,0.0,Pix
T015841,U04021,2025-05-17,Restaurantes,McDonald’s,Moreira,8.27,0.07,0.0,0.0,Cartão de Crédito
T015842,U03994,2025-05-18,Telefonia,Oi,Oi,51.35,0.68,0.92,50.0,Cartão de Débito
T015843,U00438,2025-06-17,Eletrônicos,Americanas,Carvalho - EI,263.67,5.21,0.0,0.0,Cartão de Débito
T015844,U01101,2025-05-27,Roupas,C&A,Nunes Novaes - ME,15.35,0.16,0.0,0.0,Cartão de Débito
T015845,U03184,2025-04-23,Supermercado,Carrefour,Melo - ME,5.0,0.04,0.21,2.0,Cartão de Débito
T015846,U03278,2025-06-17,Restaurantes,Rappi,Camargo,78.0,1.15,0.0,0.0,Boleto
T015847,U00452,2025-06-25,Telefonia,Claro,Claro,78.3,0.83,0.0,0.0,Cartão de Crédito
T015848,U04001,2025-04-02,Telefonia,Claro,Claro,77.42,1.15,2.29,107.0,Boleto
T015849,U04014,2025-05-12,Telefonia,TIM,TIM,76.88,1.3900000000000001,2.39,125.0,Cartão de Crédito
T015850,U02486,2025-05-17,Farmácia,Pague Menos,da Luz Teixeira S/A,11.13,0.08,0.0,0.0,Cartão de Débito
T015851,U00801,2025-04-20,Streaming,Disney+,Disney+,45.27,0.5,1.27,68.0,Cartão de Crédito
T015852,U02995,2025-05-30,Restaurantes,Rappi,da Costa,73.5,0.47,0.0,0.0,Boleto
T015853,U04264,2025-04-17,Telefonia,TIM,TIM,42.6,0.46,0.0,0.0,Pix
T015854,U01512,2025-04-21,Supermercado,Pão de Açúcar,Gomes,204.42,3.59,0.0,0.0,Cartão de Crédito
T015855,U01526,2025-04-08,Roupas,Zara,da Rosa,123.29,1.62,0.0,0.0,Cartão de Crédito
T015856,U03279,2025-04-01,Restaurantes,Outback,Farias,107.22,1.63,1.51,100.0,Cartão de Débito
T015857,U01257,2025-04-17,Telefonia,Oi,Oi,76.15,1.44,0.0,0.0,Pix
T015858,U00664,2025-05-10,Eletrônicos,Americanas,Machado Cavalcante Ltda.,526.35,6.86,0.0,0.0,Boleto
T015859,U03899,2025-05-01,Streaming,Amazon Prime,Amazon Prime,51.18,0.69,2.55,60.0,Cartão de Crédito
T015860,U00481,2025-06-24,Farmácia,Panvel,Cavalcanti,55.16,0.31,0.0,0.0,Pix
T015861,U00033,2025-06-25,Serviços Públicos,Gás,Gás,71.97,0.76,0.0,0.0,Pix
T015862,U00410,2025-05-17,Restaurantes,McDonald’s,Rodrigues Lima S.A.,74.16,1.17,0.9,38.0,Cartão de Crédito
T015863,U01236,2025-05-22,Serviços Públicos,Gás,Gás,40.01,0.57,0.0,0.0,Boleto
T015864,U02804,2025-05-14,Restaurantes,Rappi,Moraes,127.3,1.12,0.0,0.0,Boleto
T015865,U00590,2025-06-24,Farmácia,Pague Menos,Barbosa - EI,26.3,0.28,0.0,0.0,Cartão de Débito
T015866,U04495,2025-05-08,Supermercado,Extra,Costa,218.17,2.8,0.0,0.0,Boleto
T015867,U01072,2025-04-27,Restaurantes,Rappi,Castro,80.06,1.03,4.0,142.0,Pix
T015868,U03312,2025-06-23,Restaurantes,Outback,da Costa,117.82,1.65,0.0,0.0,Cartão de Débito
T015869,U01808,2025-03-30,Streaming,Amazon Prime,Amazon Prime,39.21,0.7,0.0,0.0,Boleto
T015870,U01042,2025-06-25,Streaming,Disney+,Disney+,39.78,0.79,0.0,0.0,Pix
T015871,U01305,2025-04-11,Streaming,Netflix,Netflix,35.86,0.35,0.0,0.0,Boleto
T015872,U03327,2025-05-18,Telefonia,Vivo,Vivo,78.49,1.38,0.0,0.0,Pix
T015873,U00817,2025-06-06,Roupas,C&A,Pimenta,84.15,0.82,3.99,86.0,Boleto
T015874,U04425,2025-03-31,Telefonia,Oi,Oi,59.32,1.07,0.0,0.0,Cartão de Crédito
T015875,U00198,2025-05-21,Eletrônicos,Casas Bahia,das Neves,861.04,8.09,0.0,0.0,Cartão de Crédito
T015876,U03907,2025-04-22,Farmácia,Panvel,Nogueira,147.75,2.03,0.0,0.0,Pix
T015877,U01877,2025-06-12,Serviços Públicos,Gás,Gás,77.3,1.38,0.0,0.0,Cartão de Crédito
T015878,U02301,2025-06-24,Restaurantes,Rappi,Casa Grande das Neves S.A.,98.91,1.54,2.4699999999999998,126.0,Cartão de Crédito
T015879,U03671,2025-04-05,Farmácia,Drogasil,Sales,93.34,1.76,2.61,106.0,Cartão de Débito
T015880,U01642,2025-06-22,Telefonia,Claro,Claro,47.38,0.77,0.0,0.0,Pix
T015881,U00356,2025-05-21,Streaming,Disney+,Disney+,36.43,0.69,0.0,0.0,Pix
T015882,U01730,2025-04-23,Telefonia,Vivo,Vivo,77.29,1.23,0.0,0.0,Boleto
T015883,U00086,2025-05-28,Roupas,Renner,Siqueira,104.87,2.03,0.0,0.0,Cartão de Crédito
T015884,U03031,2025-04-24,Eletrônicos,Casas Bahia,da Luz Rezende - ME,193.39,2.61,4.64,238.0,Boleto
T015885,U02150,2025-04-06,Streaming,HBO Max,HBO Max,31.23,0.58,0.5,49.0,Pix
T015886,U00399,2025-04-14,Serviços Públicos,Água,Água,95.96,0.61,0.0,0.0,Boleto
T015887,U01599,2025-04-17,Telefonia,Claro,Claro,70.39,1.33,2.75,102.0,Boleto
T015888,U01492,2025-06-07,Restaurantes,Outback,Rodrigues da Rocha S.A.,57.6,0.97,0.0,0.0,Cartão de Crédito
T015889,U01149,2025-04-15,Telefonia,TIM,TIM,65.31,0.86,0.0,0.0,Cartão de Crédito
T015890,U04083,2025-06-19,Supermercado,Carrefour,Azevedo,165.96,1.79,3.24,299.0,Pix
T015891,U03880,2025-04-09,Roupas,Zara,Cavalcante - EI,251.83,1.9300000000000002,0.0,0.0,Boleto
T015892,U04286,2025-05-11,Serviços Públicos,Gás,Gás,136.94,2.57,0.0,0.0,Pix
T015893,U01850,2025-04-28,Roupas,Zara,da Paz Garcia - EI,161.68,2.49,0.0,0.0,Cartão de Débito
T015894,U03480,2025-04-14,Streaming,Amazon Prime,Amazon Prime,37.88,0.48,0.0,0.0,Cartão de Crédito
T015895,U03383,2025-06-12,Serviços Públicos,Gás,Gás,135.84,1.49,0.0,0.0,Pix
T015896,U02734,2025-06-25,Roupas,Renner,Macedo S.A.,97.43,1.72,0.0,0.0,Boleto
T015897,U03158,2025-05-31,Telefonia,TIM,TIM,40.16,0.33,0.0,0.0,Cartão de Débito
T015898,U00909,2025-05-18,Farmácia,Drogasil,Albuquerque,28.91,0.55,0.56,16.0,Cartão de Crédito
T015899,U02700,2025-05-10,Eletrônicos,Casas Bahia,Porto S.A.,663.03,12.01,0.0,0.0,Boleto
T015900,U03140,2025-05-09,Restaurantes,iFood,Costa,71.74,0.41,1.79,99.0,Boleto
T015901,U00244,2025-06-18,Eletrônicos,Magazine Luiza,Guerra,590.62,3.39,0.0,0.0,Boleto
T015902,U01086,2025-05-17,Supermercado,Extra,Fernandes - ME,150.41,1.1400000000000001,0.0,0.0,Cartão de Crédito
T015903,U00931,2025-05-10,Telefonia,Oi,Oi,58.95,0.33,0.0,0.0,Cartão de Crédito
T015904,U03929,2025-05-31,Serviços Públicos,Água,Água,139.31,2.59,2.11,111.0,Boleto
T015905,U03049,2025-05-12,Eletrônicos,Magazine Luiza,Cavalcanti,525.49,8.48,0.0,0.0,Pix
T015906,U00450,2025-04-14,Serviços Públicos,Luz,Luz,189.04,1.74,6.09,160.0,Boleto
T015907,U00717,2025-05-10,Serviços Públicos,Luz,Luz,105.28,1.5,5.09,96.0,Cartão de Crédito
T015908,U02813,2025-06-24,Serviços Públicos,Gás,Gás,117.17,1.83,5.24,151.0,Boleto
T015909,U00205,2025-04-07,Farmácia,Drogasil,Alves Porto - ME,25.38,0.5,0.0,0.0,Boleto
T015910,U02778,2025-05-04,Supermercado,Carrefour,Brito,232.0,3.08,5.79,402.0,Boleto
T015911,U01062,2025-06-22,Streaming,Netflix,Netflix,31.34,0.34,1.18,41.0,Cartão de Crédito
T015912,U01313,2025-06-04,Supermercado,Pão de Açúcar,Azevedo,296.51,4.8,6.72,398.0,Pix
T015913,U04051,2025-06-06,Roupas,C&A,Pastor Jesus e Filhos,163.98,1.26,0.0,0.0,Cartão de Débito
T015914,U01092,2025-06-14,Farmácia,Panvel,Sá S.A.,15.6,0.26,0.0,0.0,Cartão de Débito
T015915,U03081,2025-05-02,Streaming,Netflix,Netflix,27.85,0.15,1.28,23.0,Boleto
